Timeline,olbi1,olbi2,olbi2r,olbi3,olbi3r,olbi4,olbi4r,olbi5,olbi6,olbi6r,olbi7,olbi8,olbi8r,olbi9,olbi9r,olbi10,olbi11,olbi11r,olbi12,olbi12r,olbi13,olbi14,olbi15,olbi16,olbi16r,Gender,Age,Education_level
16344,2,1,4,2,3,2,3,3,2,3,3,2,3,3,2,3,2,3,2,3,4,3,2,1,4,1,1988,3
16344,3,2,3,3,2,3,2,2,2,3,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,1,1975,4
16344,1,4,1,4,1,4,1,1,4,1,1,4,1,4,1,1,4,1,2,3,3,1,2,2,3,1,1989,3
16344,1,4,1,4,1,4,1,4,4,1,1,4,1,4,1,2,4,1,4,1,2,2,4,4,1,1,1984,1
16344,2,2,3,3,2,2,3,2,3,2,1,3,2,4,1,2,4,1,3,2,3,2,3,2,3,1,1974,5
16344,2,2,3,3,2,1,4,1,4,1,1,2,3,4,1,3,4,1,3,2,4,1,3,3,2,1,1988,4
16344,2,2,3,4,1,2,3,2,3,2,2,3,2,4,1,3,4,1,3,2,4,1,1,1,4,1,1978,2
16344,1,2,3,3,2,1,4,1,1,4,1,2,3,1,4,4,4,1,1,4,4,1,3,3,2,1, ,3
16344,4,1,4,2,3,3,2,2,1,4,4,3,2,1,4,2,3,2,3,2,4,1,3,3,2,2,1982,6
16344,1,1,4,3,2,1,4,3,3,2,2,1,4,3,2,3,3,2,2,3,3,2,2,3,2,1,1987,4
16344,1,2,3,3,2,2,3,2,1,4,1,1,4,3,2,3,4,1,2,3,2,1,1,1,4,2,1967,2
16344,1,3,2,4,1,3,2,3,3,2,2,4,1,4,1,1,4,1,3,2,3,2,3,1,4,2,1984,4
16344,1,3,2,4,1,1,4,1,4,1,1,4,1,3,2,1,4,1,3,2,4,1,1,1,4,1,1984,3
16344,1,4,1,4,1,1,4,4,3,2,1,1,4,3,2,3,3,2,3,2,2,4,1,3,2,1,1968,2
16344,2,2,3,3,2,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,3,2,2,3,2,1,1969,4
16344,1,2,3,4,1,3,2,2,4,1,1,3,2,1,4,4,3,2,2,3,2,2,1,2,3,1,1977,6
16344,2,1,4,2,3,1,4,3,2,3,3,2,3,2,3,4,1,4,1,4,4,3,2,3,2,1,1983,3
16344,1,2,3,2,3,2,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3,2,2,2,3,1,1970,4
16344,1,1,4,4,1,2,3,2,2,3,2,3,2,2,3,2,3,2,3,2,4,1,2,2,3,1, ,2
16344,4,4,1,4,1,4,1,4,4,1,4,4,1,4,1,4,4,1,4,1,1,1,1,1,4,1,1969,3
16351,2,3,2,3,2,3,2,3,3,2,2,3,2,3,2,4,3,2,4,1,3,2,2,1,4,2,1959,5
16352,3,2,3,3,2,2,3,2,2,3,3,2,3,2,3,2,4,1,3,2,3,2,2,2,3,1,1971,5
16352,3,3,2,4,1,4,1,1,3,2,3,4,1,3,2,2,4,1,3,2,2,1,4,2,3,2,1972,5
16352,2,2,3,4,1,3,2,3,3,2,3,3,2,2,3,2,1,4,3,2,3,1,4,3,2,2,1977,5
16364,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,2,4,1,2,3,3,2,2,3,2,1,1979,4
16364,2,1,4,4,1,3,2,2,2,3,2,3,2,3,2,2,4,1,3,2,4,2,2,2,3,2,1973,6
16364,1,4,1,4,1,4,1,1,2,3,1,4,1,4,1,1,4,1,4,1,1,1,3,1,4,1,1960,2
16364,1,3,2,3,2,4,1,2,3,2,1,4,1,3,2,1,4,1,3,2,3,1,2,1,4,1,1960,3
16370,2,1,4,4,1,3,2,4,4,1,1,4,1,4,1,2,4,1,4,1,4,1,2,1,4,2,1955,4
16372,2,1,4,1,4,1,4,3,2,3,4,1,4,1,4,4,1,4,1,4,4,3,3,4,1,1,1976,3
16372,1,2,3,4,1,2,3,3,4,1,1,3,2,4,1,3,4,1,3,2,4,1,3,1,4,1,1972,4
16372,1,3,2,4,1,3,2,2,2,3,2,3,2,3,2,2,4,1,3,2,4,1,2,1,4,2, ,1
16372,2,2,3,3,2,4,1,1,3,2,2,4,1,3,2,1,4,1,3,2,3,1,3,2,3,2,1980,4
16372,1,1,4,3,2,1,4,1,1,4,2,2,3,1,4,4,4,1,1,4,4,1,2,2,3,2,1990,3
16372,1,2,3,4,1,4,1,1,4,1,1,4,1,2,3,2,4,1,4,1,3,1,1,1,4,1,1974,5
16372,1,1,4,3,2,1,4,3,3,2,2,2,3,2,3,2,2,3,2,3,4,1,2,2,3,1,1965,3
16372,2,2,3,2,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,3,3,2,3,2,3,1, ,2
16372,1,2,3,4,1,1,4,3,4,1,1,3,2,2,3,2,4,1,2,3,4,1,3,1,4,2,1981,5
16372,1,1,4,1,4,1,4,2,2,3,1,1,4,2,3,3,4,1,3,2,4,1,2,1,4,2,1954,4
16372,2,2,3,4,1,2,3,2,4,1,2,3,2,3,2,4,3,2,1,4,4,2,1,3,2,1,1962,2
16372,2,2,3,3,2,2,3,2,3,2,2,3,2,3,2,2,4,1,3,2,3,2,3,2,3,1,1964,2
16372,3,1,4,2,3,1,4,3,1,4,2,1,4,3,2,1,3,2,2,3,4,2,1,3,2,1, ,3
16372,2,2,3,4,1,3,2,2,3,2,1,2,3,2,3,2,3,2,3,2,2,2,4,1,4,1,1967,1
16372,2,2,3,4,1,3,2,2,3,2,1,2,3,2,3,2,3,2,3,2,2,2,4,1,4,1,1969,3
16372,2,1,4,2,3,2,3,3,2,3,2,1,4,3,2,2,2,3,3,2,4,1,1,2,3,2, ,3
16372,4,1,4,3,2,1,4,2,1,4,2,1,4,1,4,4,2,3,1,4,4,3,2,2,3,1,1970,5
16372,2,2,3,3,2,4,1,3,3,2,3,4,1,3,2,2,3,2,3,2,4,1,2,2,3,1,1965,5
16372,2,4,1,4,1,2,3,1,2,3,1,4,1,2,3,2,4,1,3,2,3,1,2,2,3,1,1973,6
16372,1,2,3,4,1,3,2,2,3,2,1,3,2,4,1,2,3,2,3,2,3,2,3,2,3,1,1976,5
16372,1,4,1,4,1,4,1,4,4,1,1,4,1,4,1,1,4,1,1,4,1,1,1,1,4,1, ,4
16372,1,2,3,3,2,2,3,1,2,3,2,3,2,2,3,2,3,2,4,1,3,2,3,2,3,1,1951,5
16372,2,2,3,3,2,3,2,2,3,2,2,3,2,3,2,2,4,1,3,2,4,1,2,2,3,1,1975,3
16372,2,1,4,2,3,2,3,3,1,4,2,3,2,3,2,4,3,2,1,4,3,2,1,2,3,2,1962,5
16372,2,2,3,4,1,4,1,2,3,2,2,4,1,2,3,3,4,1,3,2,3,2,2,2,3,2,1979,2
16373,2,1,4,3,2,4,1,2,3,2,1,2,3,3,2,1,3,2,3,2,4,1,1,2,3,1, ,4
16373,2,1,4,3,2,1,4,1,2,3,2,2,3,2,3,3,3,2,2,3,4,2,2,4,1,2,1972,5
16373,1,2,3,4,1,3,2,2,4,1,1,4,1,4,1,4,4,1,3,2,3,1,1,1,4,1,1962,2
16373,1,2,3,3,2,3,2,3,4,1,1,3,2,4,1,3,2,3,2,3,3,2,1,1,4,1,1980,2
16373,2,1,4,3,2,1,4,2,1,4,2,3,2,4,1,3,3,2,3,2,3,2,3,3,2,2,1982,5
16373,2,3,2,4,1,2,3,4,3,2,3,4,1,4,1,1,4,1,3,2,3,1,3,1,4,2, ,2
16373,2,3,2,3,2,4,1,1,3,2,2,4,1,4,1,1,4,1,4,1,3,1,2,1,4,2,1970,4
16373,2,2,3,4,1,2,3,2,2,3,1,1,4,3,2,1,3,2,2,3,1,1,1,1,4,1,1957,4
16373,2,3,2,4,1,3,2,2,4,1,1,3,2,4,1,3,4,1,3,2,4,1,2,1,4,1, ,5
16373,1,4,1,4,1,4,1,1,4,1,1,4,1,4,1,1,4,1,3,2,4,1,4,1,4,2,1966,1
16373,1,4,1,4,1,3,2,4,4,1,2,4,1,4,1,2,4,1,4,1,1,1,3,1,4,2,1972,5
16373,1,2,3,2,3,3,2,2,4,1,1,3,2,3,2,3,4,1,2,3,3,1,2,2,3,1,1966,2
16373,2,4,1,3,2,3,2,1,4,1,2,2,3,2,3,4,4,1,2,3,3,2,2,2,3,1,1970,3
16373,1,3,2,4,1,3,2,3,4,1,3,4,1,3,2,2,4,1,4,1,2,1,4,1,4,2,1971,4
16373,1,4,1,4,1,3,2,1,3,2,1,3,2,4,1,1,4,1,4,1,3,1,2,1,4,2,1964,3
16373,2,3,2,4,1,2,3,1,2,3,2,4,1,2,3,2,4,1,4,1,2,2,2,2,3,1,1982,2
16373,2,2,3,4,1,4,1,3,4,1,1,4,1,4,1,2,4,1,3,2,2,1,1,2,3,2,1979,3
16373,1,2,3,2,3,2,3,3,2,3,1,4,1,4,1,2,2,3,3,2,4,1,1,2,3,1,1993,2
16373,2,1,4,3,2,2,3,2,3,2,2,3,2,3,2,3,4,1,2,3,3,2,3,2,3,2, ,5
16373,2,3,2,4,1,4,1,1,3,2,1,2,3,1,4,1,2,3,3,2,4,1,2,3,2,1,1983,2
16373,2,2,3,4,1,4,1,2,3,2,4,4,1,4,1,3,4,1,4,1,3,2,3,4,1,2,1971,2
16373,4,4,1,4,1,4,1,4,4,1,4,4,1,4,1,4,4,1,4,1,4,4,4,4,1,2,1980,2
16373,2,3,2,4,1,2,3,2,3,2,2,3,2,3,2,2,4,1,3,2,3,2,2,1,4,2,1965,3
16373,2,4,1,4,1,4,1,1,2,3,1,4,1,3,2,2,4,1,3,2,3,2,3,2,3,2,1983,2
16373,1,1,4,3,2,2,3,1,3,2,2,3,2,2,3,2,3,2,3,2,4,2,1,2,3,1,1954,2
16373,2,1,4,2,3,2,3,2,3,2,2,4,1,3,2,3,4,1,2,3,4,2,2,3,2,2,1968,4
16373,1,1,4,4,1,3,2,4,1,4,1,1,4,1,4,3,1,4,2,3,2,2,1,2,3,1, ,2
16373,1,1,4,4,1,2,3,1,1,4,1,2,3,4,1,3,4,1,3,2,4,1,2,2,3,1,1981,5
16373,1,2,3,4,1,2,3,2,4,1,1,4,1,4,1,1,3,2,4,1,1,1,1,1,4,2,1948,2
16373,2,2,3,3,2,2,3,2,3,2,1,4,1,3,2,1,4,1,3,2,4,2,1,1,4,2,1955,2
16373,3,2,3,3,2,3,2,1,1,4,3,4,1,2,3,1,3,2,3,2,4,2,2,3,2,1,1983,4
16373,1,2,3,4,1,4,1,2,4,1,1,4,1,4,1,1,4,1,4,1,2,2,4,1,4,2,1977,5
16373,1,2,3,4,1,3,2,3,4,1,1,2,3,3,2,3,3,2,2,3,4,2,2,2,3,1,1970,3
16373,1,3,2,4,1,4,1,1,3,2,1,3,2,4,1,3,4,1,2,3,4,1,4,1,4,1,1977,5
16373,1,2,3,4,1,3,2,4,4,1,1,3,2,4,1,2,4,1,3,2,1,1,1,1,4,2, ,3
16373,1,2,3,3,2,4,1,1,2,3,1,3,2,4,1,1,2,3,2,3,4,2,1,1,4,1,1982,2
16373,1,2,3,3,2,2,3,2,3,2,1,2,3,2,3,2,3,2,2,3,4,2,2,2,3,2,1990,5
16373,2,1,4,3,2,3,2,2,1,4,3,1,4,2,3,2,3,2,2,3,4,2,2,2,3,2,1989,2
16373,1,1,4,4,1,2,3,3,2,3,2,3,2,3,2,3,4,1,3,2,2,1,2,2,3,2,1990,5
16373,2,3,2,4,1,2,3,2,2,3,2,3,2,3,2,3,3,2,2,3,3,2,3,1,4,2,1966,2
16373,1,1,4,3,2,4,1,1,3,2,1,4,1,4,1,1,3,2,4,1,4,1,1,1,4,2,1973,5
16373,1,1,4,3,2,3,2,2,3,2,2,3,2,3,2,2,3,2,3,2,2,2,2,2,3,2,1986,1
16373,2,3,2,4,1,2,3,2,3,2,1,3,2,4,1,2,4,1,2,3,3,1,2,2,3,1,1984,2
16373,1,3,2,4,1,3,2,2,3,2,2,3,2,2,3,2,4,1,3,2,3,2,3,2,3,2,1983,6
16373,1,1,4,4,1,2,3,1,3,2,2,3,2,4,1,3,3,2,2,3,4,4,1,4,1,1,1971,3
16373,3,3,2,3,2,2,3,3,4,1,2,3,2,3,2,3,4,1,3,2,3,2,1,2,3,2,1978,5
16373,1,2,3,3,2,2,3,2,4,1,2,4,1,3,2,3,4,1,3,2,3,2,2,2,3,2,1976,5
16373,2,1,4,1,4,1,4,4,4,1,1,1,4,4,1,4,1,4,1,4,4,1,1,1,4,1,1968,5
16373,3,1,4,3,2,2,3,1,3,2,2,3,2,2,3,1,3,2,2,3,1,2,2,2,3,2,1984,2
16373,2,4,1,4,1,3,2,2,3,2,2,2,3,3,2,1,3,2,3,2,4,2,1,2,3, , , 
16373,1,2,3,3,2,2,3,3,3,2,2,3,2,3,2,1,4,1,3,2,2,2,2,2,3,1,1964,4
16373,2,3,2,4,1,2,3,2,4,1,1,3,2,4,1,3,4,1,3,2,2,2,1,1,4,2,1970,4
16373,1,1,4,4,1,3,2,1,4,1,1,4,1,4,1,2,4,1,3,2,4,1,1,2,3,1,1975,3
16373,2,2,3,4,1,3,2,3,3,2,3,2,3,2,3,2,4,1,4,1,2,1,1,1,4,2,1960,2
16373,1,1,4,3,2,2,3,1,3,2,2,3,2,3,2,2,4,1,3,2,4,2,3,2,3,2,1959,2
16373,1,4,1,4,1,4,1,2,4,1,1,4,1,2,3,3,4,1,2,3,4,1,2,3,2,2, ,2
16373,1,2,3,3,2,2,3,2,3,2,1,3,2,4,1,2,4,1,2,3,4,2,3,2,3,1,1986,3
16374,2,2,3,2,3,2,3,2,3,2,2,2,3,3,2,2,3,2,2,3,4,2,3,3,2,1,1974,5
16374,1,2,3,4,1,2,3,2,4,1,1,4,1,3,2,2,4,1,2,3,1,1,2,1,4,1,1946,3
16374,2,2,3,4,1,2,3,2,3,2,2,3,2,3,2,2,4,1,3,2,1,2,2,1,4,2,1974,3
16374,1,4,1,4,1,3,2,1,4,1,1,4,1,4,1,2,4,1,4,1,1,1,1,1,4,2, ,5
16374,1,1,4,3,2,3,2,1,4,1,1,2,3,4,1,2,4,1,3,2,2,2,2,1,4,2,1983,4
16374,3,1,4,3,2,1,4,1,1,4,3,3,2,3,2,3,4,1,3,2,4,1,4,2,3,2,1986,2
16374,2,1,4,2,3,1,4,2,2,3,3,1,4,1,4,4,1,4,1,4,4,3,2,3,2,2,1991,2
16374,2,4,1,4,1,2,3,3,2,3,1,4,1,3,2,1,4,1,2,3,4,2,2,1,4,2,1971,4
16374,3,1,4,4,1,1,4,2,3,2,1,2,3,2,3,4,4,1,2,3,2,2,2,3,2,1,1961,4
16374,1,2,3,3,2,2,3,3,3,2,2,1,4,3,2,3,2,3,2,3,1,2,1,2,3,2,1981,2
16374,1,2,3,2,3,3,2,2,3,2,1,3,2,4,1,2,2,3,3,2,1,1,2,1,4,2,1984,4
16377,4,3,2,4,1,4,1,4,3,2,2,4,1,3,2,4,4,1,4,1,4,2,4,3,2,1,1968,2
16377,3,2,3,2,3,1,4,4,3,2,3,1,4,4,1,3,2,3,2,3,4,1,2,3,2,1,1984,5
16377,2,1,4,4,1,4,1,3,3,2,3,2,3,2,3,2,4,1,3,2,1,2,2,3,2,1,1977,5
16379,1,4,1,4,1,2,3,3,4,1,2,4,1,4,1,1,4,1,4,1,3,1,2,1,4,2,1964,3
16379,2,3,2,4,1,2,3,2,3,2,1,2,3,3,2,3,4,1,2,3,4,1,3,1,4,2,1989,5
16379,2,4,1,4,1,4,1,4,4,1,1,4,1,4,1,1,4,1,4,1,3,4,4,4,1,2,1981,2
16379,1,3,2,4,1,2,3,2,4,1,1,4,1,4,1,2,4,1,3,2,2,1,2,1,4,1,1977,5
16379,1,2,3,4,1,3,2,1,4,1,1,3,2,4,1,2,4,1,3,2,3,1,2,1,4,2,1976,4
16379,2,2,3,4,1,3,2,1,4,1,1,4,1,4,1,2,4,1,3,2,3,1,2,2,3,2,1985,3
16380,1,2,3,4,1,3,2,2,4,1,1,4,1,4,1,2,4,1,3,2,1,2,2,2,3,2,1972,5
16380,2,1,4,3,2,1,4,3,3,2,1,2,3,3,2,2,4,1,2,3,1,1,1,2,3,2,1984,5
16403,1,3,2,4,1,3,2,2,4,1,1,2,3,3,2,1,4,1,4,1,2,1,1,2,3,1,1976,2
16439,2,3,2,4,1,4,1,2,4,1,1,2,3,4,1,2,4,1,3,2,1,2,2,1,4,2,1972,5
16448,4,2,3,4,1,4,1,4,4,1,1,4,1,4,1,1,4,1,4,1,2,1,2,1,4,2,1968,5
16448,1,3,2,4,1,2,3,2,4,1,1,3,2,3,2,2,4,1,3,2,4,4,2,1,4,2,1971,6
16448,1,1,4,4,1,1,4,1,1,4,3,2,3,1,4,4,1,4,1,4,3,4,1,4,1,2,1974,1
16448,4,4,1,2,3,3,2,1,2,3,3,3,2,2,3,2,4,1,4,1,4,2,4,2,3, ,1973,2
16448,1,1,4,3,2,3,2,2,3,2,1,2,3,3,2,1,2,3,2,3,4,1,1,2,3,1,1984,6
16448,2,1,4,4,1,1,4,4,4,1,1,2,3,2,3,4,4,1,1,4,1,2,2,2,3,2,1953,5
16448,2,2,3,3,2,2,3,2,4,1,2,3,2,3,2,3,4,1,2,3,4,2,2,2,3,2,1974,5
16448,2,4,1,3,2,4,1,3,4,1,1,3,2,3,2,1,3,2,3,2,3,1,2,2,3,1,1982,5
16448,1,4,1,4,1,4,1,1,1,4,1,4,1,1,4,1,4,1,4,1,1,1,4,1,4,1, ,4
16448,1,3,2,4,1,1,4,4,4,1,1,2,3,3,2,2,2,3,3,2,4,1,3,1,4,1,1963,5
16448,2,2,3,4,1,4,1,2,4,1,1,4,1,1,4,1,4,1,4,1,1,1,1,1,4,1,1977,5
16448,1,4,1,4,1,4,1,3,4,1,1,4,1,4,1,1,4,1,4,1,1,1,4,1,4,1,1954,5
16448,1,1,4,3,2,1,4,3,2,3,1,2,3,3,2,3,2,3,1,4,2,3,1,1,4,2,1960,1
16448,2,3,2,4,1,4,1,2,4,1,1,3,2,3,2,2,3,2,4,1,4,1,3,1,4,1,1967,4
16448,3,1,4,3,2,1,4,2,3,2,3,3,2,2,3,3,3,2,2,3,4,2,2,3,2,2,1961,5
16448,1,3,2,4,1,2,3,2,3,2,1,3,2,3,2,3,4,1,3,2,2,1,1,2,3,2,1969,6
16450,1,3,2,4,1,2,3,2,3,2,1,3,2,3,2,3,4,1,3,2,2,1,1,2,3,1,1966,5
16450,1,2,3,4,1,4,1,1,4,1,1,4,1,4,1,2,4,1,3,2,2,2,2,1,4,2,1970,5
16450,1,4,1,4,1,1,4,2,4,1,1,1,4,3,2,4,2,3,1,4,3,3,1,4,1,1,1963,4
16450,1,4,1,4,1,3,2,1,1,4,1,4,1,2,3,1,4,1,4,1,4,1,2,2,3,1,1961,2
16450,1,2,3,4,1,4,1,4,4,1,1,4,1,4,1,3,4,1,4,1,3,4,4,4,1,2,1966,6
16450,2,2,3,3,2,1,4,2,3,2,1,2,3,2,3,2,3,2,2,3,2,2,1,1,4,1,1957,6
16451,2,2,3,3,2,2,3,2,4,1,1,2,3,2,3,3,3,2,2,3,3,3,2,3,2,1,1983,5
16455,2,3,2,4,1,2,3,2,4,1,1,4,1,3,2,2,4,1,4,1,1,1,1,1,4,2,1957,5
16457,2,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2,4,2,2,3,2,1,1966,5
16457,2,2,3,4,1,3,2,3,4,1,2,3,2,2,3,2,3,2,3,2,3,2,2,2,3,1,1965,6
16457,2,1,4,3,2,1,4,1,3,2,2,2,3,3,2,3,3,2,3,2,4,2,2,2,3,1,1960,6
16457,1,3,2,4,1,2,3,1,3,2,1,1,4,4,1,1,4,1,2,3,2,1,1,1,4,2,1956,5
16457,2,2,3,3,2,1,4,2,3,2,1,2,3,2,3,2,4,1,3,2,1,1,2,1,4,1,1959,5
16457,2,2,3,3,2,2,3,3,4,1,2,2,3,3,2,3,3,2,2,3,3,2,2,3,2,2,1967,4
16457,1,4,1,4,1,4,1,1,4,1,1,4,1,4,1,1,4,1,4,1,2,1,1,1,4,2,1957,5
16457,1,1,4,3,2,2,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3,3,3,2,3,2,1974,5
16457,1,1,4,1,4,2,3,1,2,3,1,2,3,1,4,1,3,2,2,3,1,2,1,1,4,1,1967,5
16457,1,3,2,4,1,4,1,2,4,1,1,2,3,3,2,1,4,1,3,2,2,1,2,1,4,2,1962,5
16457,1,4,1,4,1,4,1,2,1,4,1,3,2,4,1,1,4,1,4,1,3,1,4,1,4,1,1985,5
16457,1,1,4,1,4,1,4,1,1,4,2,1,4,4,1,1,3,2,4,1,4,1,4,1,4,1,1962,3
16457,2,2,3,3,2,3,2,2,3,2,1,3,2,4,1,3,4,1,3,2,4,2,2,3,2,1,1982,4
16457,2,1,4,4,1,2,3,3,4,1,3,3,2,3,2,1,4,1,3,2,4,2,1,2,3,1, ,3
16457,1,2,3,4,1,4,1,1,4,1,1,4,1,4,1,1,4,1,4,1,4,1,2,1,4,1,1965,5
16457,1,1,4,2,3,1,4,2,4,1,1,1,4,4,1,2,4,1,1,4,4,2,1,1,4,2,1973,2
16457,2,1,4,4,1,3,2,2,4,1,1,2,3,4,1,3,4,1,3,2,2,2,1,1,4,1,1983,4
16458,2,3,2,4,1,3,2,2,4,1,1,4,1,2,3,2,4,1,3,2,4,3,3,4,1,1,1961,2
16458,2,3,2,3,2,3,2,2,1,4,1,4,1,2,3,1,4,1,4,1,2,2,2,2,3,1,1987,3
16458,1,1,4,4,1,3,2,2,4,1,2,4,1,3,2,2,4,1,4,1,2,1,2,1,4,1,1966,2
16458,2,3,2,4,1,4,1,1,2,3,1,4,1,3,2,2,4,1,4,1,2,1,3,2,3,1,1988,4
16458,2,3,2,3,2,2,3,2,3,2,2,3,2,1,4,2,3,2,3,2,4,2,4,2,3,1,1982,4
16458,3,1,4,2,3,4,1,2,3,2,1,4,1,1,4,1,1,4,3,2,4,2,4,2,3,1,1990,2
16458,1,2,3,4,1,4,1,2,3,2,2,4,1,4,1,2,4,1,4,1,3,2,3,4,1,2,1956,4
16458,2,2,3,2,3,1,4,3,3,2,2,4,1,1,4,2,4,1,3,2,4,1,1,3,2,1,1963,2
16458,1,2,3,3,2,4,1,2,3,2,2,3,2,3,2,1,2,3,3,2,4,3,2,2,3,2,1972,4
16458,1,3,2,4,1,2,3,4,3,2,1,4,1,4,1,3,4,1,2,3,3,1,2,1,4,1,1969,2
16458,1,3,2,4,1,4,1,2,4,1,1,4,1,4,1,1,3,2,4,1,1,1,1,1,4,1,1968,5
16458,1,3,2,4,1,2,3,2,4,1,1,3,2,4,1,2,3,2,3,2,2,2,2,2,3,1, ,5
16458,1,3,2,4,1,2,3,1,4,1,1,4,1,4,1,2,4,1,3,2,4,1,2,2,3,1,1970,6
16458,2,3,2,1,4,3,2,2,2,3,1,3,2,2,3,3,4,1,3,2,3,2,2,2,3,1,1974,5
16458,2,1,4,4,1,3,2,2,3,2,2,2,3,2,3,2,3,2,3,2,4,1,3,2,3,2,1960,6
16458,3,2,3,3,2,1,4,2,3,2,3,2,3,2,3,1,3,2,2,3,4,2,3,3,2,1,1962,2
16458,2,3,2,4,1,3,2,2,4,1,1,4,1,3,2,1,3,2,4,1,2,1,3,2,3,2,1966,2
16458,2,2,3,3,2,2,3,3,3,2,2,3,2,3,2,3,4,1,2,3,2,2,1,2,3,1,1962,3
16458,1,1,4,4,1,3,2,2,4,1,1,4,1,4,1,1,4,1,4,1,3,1,2,1,4,2,1967,4
16458,1,2,3,4,1,2,3,2,3,2,1,4,1,2,3,3,2,3,3,2,4,1,2,1,4,1,1971,4
16458,2,2,3,3,2,2,3,2,3,2,3,3,2,2,3,2,3,2,2,3,4,2,3,2,3,1,1979,4
16458,2,2,3,4,1,2,3,2,3,2,2,3,2,2,3,3,4,1,3,2,3,1,3,2,3,2,1974,6
16458,1,3,2,3,2,2,3,2,3,2,1,3,2,3,2,2,4,1,3,2,3,3,3,3,2,1,1973,5
16458,2,2,3,3,2,2,3,2,2,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,3,2,1986,3
16458,3,4,1,4,1,3,2,4,3,2,1,3,2,3,2,3,4,1,4,1,1,1,2,2,3,2,1959,4
16458,2,3,2,4,1,2,3,2,2,3,2,3,2,3,2,3,3,2,3,2,2,1,2,1,4,2,1963,2
16459,2,2,3,3,2,2,3,2,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,1,1959,6
16460,1,3,2,4,1,4,1,2,4,1,2,4,1,3,2,2,4,1,4,1,2,2,3,2,3,1,1968,3
16460,1,2,3,2,3,2,3,1,2,3,1,1,4,4,1,3,4,1,2,3,4,1,3,1,4,2,1960,5
16460,1,2,3,4,1,3,2,2,3,2,1,4,1,3,2,1,4,1,3,2,3,2,3,1,4,2,1967,2
